sort_order,md5,label,name,filename,signature_file
26,a9e9fd1fe90071e0502b8a64939d2829,assemblies/SRR3138670.fna,,assemblies/SRR3138670.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR3138670.sig
27,b492e2a655bbb321e34c05f711b73f38,assemblies/GCA_005359905.1.fna,,assemblies/GCA_005359905.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_005359905.1.sig
28,7fcdaaf4c798e396146b45292e852e31,assemblies/ERR9766876.fna,,assemblies/ERR9766876.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR9766876.sig
29,5b7d19207872f59783e3323c8b0ae789,assemblies/GCA_034211355.1.fna,,assemblies/GCA_034211355.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_034211355.1.sig
30,78defcebb25c90f48b1ae13ed0935d0f,assemblies/SRR10257460.fna,,assemblies/SRR10257460.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR10257460.sig
31,b20ef1f492a93cc08831a486fdaf1f12,assemblies/GCA_014722995.1.fna,,assemblies/GCA_014722995.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_014722995.1.sig
32,07fc6f14908b488663bac462b6618c9d,assemblies/GCA_005329785.1.fna,,assemblies/GCA_005329785.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_005329785.1.sig
33,806a05b2058ef6dd51cd11fc8503b1a9,assemblies/SRR3183463.fna,,assemblies/SRR3183463.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR3183463.sig
34,ce6f78387f999d884bbf295cdb600160,assemblies/GCA_011647335.1.fna,,assemblies/GCA_011647335.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_011647335.1.sig
35,e81435d5af1128a52a6d88b00e09aea9,assemblies/ERR9766858.fna,,assemblies/ERR9766858.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR9766858.sig
36,8940cf67ebb161647fe3f8f2c4de71cd,assemblies/SRR15053979.fna,,assemblies/SRR15053979.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR15053979.sig
37,9df8285725a612a1d2d075fc78f633f4,assemblies/ERR9766684.fna,,assemblies/ERR9766684.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR9766684.sig
38,a0c8906de0425cf7affa1afef3d67325,assemblies/SRR3611744.fna,,assemblies/SRR3611744.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR3611744.sig
39,bfa3daa460af3e0eef25be0d994b4e27,assemblies/GCA_005017795.1.fna,,assemblies/GCA_005017795.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_005017795.1.sig
40,50685fed4908907155fb6654a6894cff,assemblies/SRR3402082.fna,,assemblies/SRR3402082.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR3402082.sig
41,bd6293dc4baaf69de8ced524576190ed,assemblies/GCA_014619095.1.fna,,assemblies/GCA_014619095.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_014619095.1.sig
42,b2cdd42e7227d6ae2be0b6d77ae514c6,assemblies/SRR3928599.fna,,assemblies/SRR3928599.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR3928599.sig
43,4e7aba68281ac74ce37cf5154f0b82c8,assemblies/GCA_034215775.1.fna,,assemblies/GCA_034215775.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_034215775.1.sig
44,ce6bc018f960c7c85fff34232512aeb0,assemblies/SRR3183457.fna,,assemblies/SRR3183457.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR3183457.sig
45,12feb13b70712db677ed234452751547,assemblies/ERR9766667.fna,,assemblies/ERR9766667.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR9766667.sig
46,3c56d058593247fee52cbda17d3231df,assemblies/SRR3545861.fna,,assemblies/SRR3545861.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR3545861.sig
47,b52958607894f7012d1924633e415ecc,assemblies/ERR9766713.fna,,assemblies/ERR9766713.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR9766713.sig
48,af517a3fed2746f4b2edb02761194745,assemblies/SRR10257481.fna,,assemblies/SRR10257481.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR10257481.sig
49,aaf11c53984efa44776866d0c120a3ab,assemblies/ERR9766773.fna,,assemblies/ERR9766773.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR9766773.sig
50,08fa21450f92e90c2d162850c1e92a5e,assemblies/ERR9766711.fna,,assemblies/ERR9766711.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR9766711.sig
51,7169f91db4e556553fd4da576cef19cf,assemblies/SRR3953098.fna,,assemblies/SRR3953098.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR3953098.sig
52,a13a836998c8c39136c0d02da59aa4e7,assemblies/GCA_033006325.1.fna,,assemblies/GCA_033006325.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_033006325.1.sig
53,3e04178600351fd428484575ecf40745,assemblies/GCA_004884125.1.fna,,assemblies/GCA_004884125.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_004884125.1.sig
54,8c2ecfb61357a0dc8ff4f3387a3161fb,assemblies/SRR3196446.fna,,assemblies/SRR3196446.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR3196446.sig
55,503035cac418650eaed661d80fb36edc,assemblies/SRR3928602.fna,,assemblies/SRR3928602.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR3928602.sig
56,e4b3e95f9b64b8624eef42acec509657,assemblies/GCA_005119365.1.fna,,assemblies/GCA_005119365.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_005119365.1.sig
57,ca00bac2d243e0a99aab85e9bbe72bd6,assemblies/SRR3201112.fna,,assemblies/SRR3201112.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR3201112.sig
58,b0fc50a1a08302487812a56d5532c4d7,assemblies/SRR3543493.fna,,assemblies/SRR3543493.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR3543493.sig
59,0c838f89f8e2de9dd8fc3c5ef04eff8f,assemblies/GCA_007913945.1.fna,,assemblies/GCA_007913945.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_007913945.1.sig
60,54c95bd606a0fad77b7b0e7c6ffa7d21,assemblies/GCA_014619345.1.fna,,assemblies/GCA_014619345.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_014619345.1.sig
61,9b733928da749ca4089904775ec0f6bf,assemblies/GCA_005207375.1.fna,,assemblies/GCA_005207375.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_005207375.1.sig
62,dcc601735117b50755ecc669cc233f87,assemblies/GCA_013685775.1.fna,,assemblies/GCA_013685775.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_013685775.1.sig
63,5fb14cb976ce451e25c753ddacbbc81c,assemblies/GCA_005013495.1.fna,,assemblies/GCA_005013495.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_005013495.1.sig
64,f8dc8a8bb3d0528ced464abb32ea9649,assemblies/GCA_014620075.1.fna,,assemblies/GCA_014620075.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_014620075.1.sig
65,15b3cb8d98d29d80c9b5d3f80079a04d,assemblies/ERR9766756.fna,,assemblies/ERR9766756.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR9766756.sig
66,3a44d19a4f70172c7ddfaa29a709e3ac,assemblies/SRR3575121.fna,,assemblies/SRR3575121.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR3575121.sig
67,f4d36d810303bcdcb4c83b7c9b855168,assemblies/SRR3774343.fna,,assemblies/SRR3774343.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR3774343.sig
68,2d6aba256dac4d5e7e597fb552b9910e,assemblies/SRR10257486.fna,,assemblies/SRR10257486.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR10257486.sig
69,3fd83c8ee2315c7fbe3bdd135ea37b01,assemblies/SRR3928603.fna,,assemblies/SRR3928603.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR3928603.sig
70,021983579f0ac7cb69ca4c3b8fea13da,assemblies/GCA_014606355.1.fna,,assemblies/GCA_014606355.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_014606355.1.sig
71,acda83077ecca553637cb541406533ff,assemblies/ERR9766805.fna,,assemblies/ERR9766805.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR9766805.sig
72,bd9bdc865def499522b781cb30a6f42d,assemblies/SRR15053985.fna,,assemblies/SRR15053985.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR15053985.sig
73,5af38cf8c63534bc11e195288c3918f6,assemblies/SRR3215120.fna,,assemblies/SRR3215120.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR3215120.sig
74,eb3a5eddab1419d36ab51deb97c47854,assemblies/SRR3321641.fna,,assemblies/SRR3321641.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR3321641.sig
75,76619c9ecf58e015fb001c01991d50be,assemblies/SRR3928614.fna,,assemblies/SRR3928614.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR3928614.sig
76,30be25d146ddfaeee62275251dbb19cc,assemblies/SRR3543501.fna,,assemblies/SRR3543501.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR3543501.sig
77,30b6dca06feee79564269617a3f3cd38,assemblies/ERR9766704.fna,,assemblies/ERR9766704.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR9766704.sig
78,3924cbe588418fdf83a4d3b90d166a77,assemblies/GCA_025845095.1.fna,,assemblies/GCA_025845095.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_025845095.1.sig
79,2b0cc78389e054567331a983faa63a16,assemblies/GCA_005285815.1.fna,,assemblies/GCA_005285815.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_005285815.1.sig
80,101df9252a6017e0b3b6bb95d1daeaeb,assemblies/SRR3183467.fna,,assemblies/SRR3183467.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR3183467.sig
81,19e52cc7a28baab4c50f9bddbed9d5ac,assemblies/SRR3611736.fna,,assemblies/SRR3611736.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR3611736.sig
82,8fef8024e1e982e0a3e9125d794aa4ac,assemblies/GCA_005022235.1.fna,,assemblies/GCA_005022235.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_005022235.1.sig
83,483ed866df224f3e3da729e541586ee8,assemblies/ERR9766763.fna,,assemblies/ERR9766763.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR9766763.sig
84,5fa1cbe6ac30a4471ddaf3281dd3ce15,assemblies/GCA_014617685.1.fna,,assemblies/GCA_014617685.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_014617685.1.sig
85,c08f858177014b71f475d07679d065da,assemblies/GCA_033001785.1.fna,,assemblies/GCA_033001785.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_033001785.1.sig
86,b3d765522d6cc8824e9e7551bd7b55ce,assemblies/GCA_033011045.1.fna,,assemblies/GCA_033011045.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_033011045.1.sig
87,c3d3ac2b1f9c44ac7696e1674bd1a433,assemblies/SRR3928620.fna,,assemblies/SRR3928620.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR3928620.sig
88,3586c4bd205cf80ce39f41a7cb8b56f0,assemblies/SRR3611755.fna,,assemblies/SRR3611755.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR3611755.sig
89,39e41691ce59793c8a7b3c0d2867f129,assemblies/SRR3925104.fna,,assemblies/SRR3925104.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR3925104.sig
90,bccd5896a58764cb58d3125b2f97a3a8,assemblies/SRR3543485.fna,,assemblies/SRR3543485.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR3543485.sig
91,6cb6067fe60efbc8fcc07ed56496ecff,assemblies/ERR9766728.fna,,assemblies/ERR9766728.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR9766728.sig
92,bf3cc67be81e612558b4c86d61b19fd2,assemblies/SRR3350893.fna,,assemblies/SRR3350893.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR3350893.sig
93,e9ade366d41d5c6fcb136771fc26e429,assemblies/GCA_010224275.1.fna,,assemblies/GCA_010224275.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_010224275.1.sig
94,4cbf52421143f5e43529b58f150add14,assemblies/GCA_033009655.1.fna,,assemblies/GCA_033009655.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_033009655.1.sig
95,1e429709d2a0662cddd6412ab0de387e,assemblies/GCA_005333325.1.fna,,assemblies/GCA_005333325.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_005333325.1.sig
96,fcfdf6c4b8b9aa7b9f464f6ab69f143d,assemblies/SRR3319973.fna,,assemblies/SRR3319973.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR3319973.sig
97,804f43910247869b255c6596cc67c016,assemblies/ERR9766849.fna,,assemblies/ERR9766849.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR9766849.sig
98,7377f3ac3802b51d9b0cac67457494d5,assemblies/GCA_006176565.1.fna,,assemblies/GCA_006176565.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_006176565.1.sig
99,8ca0b7174dfeb761006a41e718f8f560,assemblies/GCA_010315975.1.fna,,assemblies/GCA_010315975.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_010315975.1.sig
100,260e47a14ec4e3cf7515e954efc6d354,assemblies/ERR9766887.fna,,assemblies/ERR9766887.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR9766887.sig
101,c78b1a7c06c1bb8f4c9440471795440b,assemblies/GCA_005358905.1.fna,,assemblies/GCA_005358905.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_005358905.1.sig
102,a0dc83e3b99aa4e37d91da7bef208248,assemblies/SRR3196134.fna,,assemblies/SRR3196134.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR3196134.sig
103,674bf362f2d5878ece4b05d55c43a321,assemblies/GCA_005293845.1.fna,,assemblies/GCA_005293845.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_005293845.1.sig
104,a037c3864e2d4de04e8d594dddbd28b5,assemblies/SRR10257523.fna,,assemblies/SRR10257523.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR10257523.sig
105,9cac90923e9ff961a85d6f39c0b83a81,assemblies/GCA_005284505.1.fna,,assemblies/GCA_005284505.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_005284505.1.sig
106,6d0622635934fd43aa704fe5e6b8b6cf,assemblies/SRR15054024.fna,,assemblies/SRR15054024.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR15054024.sig
107,823141557f39f611f6606345e22de9c2,assemblies/GCA_034216655.1.fna,,assemblies/GCA_034216655.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_034216655.1.sig
108,4b12835d1788c2638b638f65611a53f5,assemblies/ERR9766759.fna,,assemblies/ERR9766759.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR9766759.sig
109,a6174ea4c3733f171783890809b098ee,assemblies/SRR3350898.fna,,assemblies/SRR3350898.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR3350898.sig
110,ca351a7b5994a8ca5490c7a2d14e2932,assemblies/GCA_005330245.1.fna,,assemblies/GCA_005330245.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_005330245.1.sig
111,cd9a5c4f7ffd41bdf6de3cf1b30495ba,assemblies/GCA_004876965.1.fna,,assemblies/GCA_004876965.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_004876965.1.sig
112,abeda534f8256911dd0e0407a6fffcaf,assemblies/ERR9766787.fna,,assemblies/ERR9766787.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR9766787.sig
113,912059d374a705eaf494ef54d456b36f,assemblies/GCA_007467135.1.fna,,assemblies/GCA_007467135.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_007467135.1.sig
114,bdf58c447537fe08c51e53ab869df984,assemblies/SRR10257470.fna,,assemblies/SRR10257470.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR10257470.sig
115,ce29bf96ba5b926e40e21681aba0e7f7,assemblies/SRR15054032.fna,,assemblies/SRR15054032.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR15054032.sig
116,cba483cc607d4cd29e4e60f9bef0d636,assemblies/SRR3543479.fna,,assemblies/SRR3543479.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR3543479.sig
117,3c9557e1fc203485f9955f0cf24171ea,assemblies/SRR15054072.fna,,assemblies/SRR15054072.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR15054072.sig
118,f88839aff9fce690cf829d5aa2e804fc,assemblies/SRR3953105.fna,,assemblies/SRR3953105.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR3953105.sig
119,b11b3068fca73953e8feea67bded573c,assemblies/ERR9766963.fna,,assemblies/ERR9766963.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR9766963.sig
120,e6d0c47e085512fccf2316426e19f9f8,assemblies/SRR10257485.fna,,assemblies/SRR10257485.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR10257485.sig
121,3cc3d34f88ddceee75d2d92d064d7ee1,assemblies/GCA_005025805.1.fna,,assemblies/GCA_005025805.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_005025805.1.sig
122,5d2c37f6eff1a66b88fcaf085dfd4395,assemblies/ERR9766893.fna,,assemblies/ERR9766893.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR9766893.sig
123,eded43b59a59d6e445a64fe04a2606f5,assemblies/GCA_033007265.1.fna,,assemblies/GCA_033007265.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_033007265.1.sig
124,3554130e7b83e681abd523678da9679c,assemblies/SRR10257524.fna,,assemblies/SRR10257524.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR10257524.sig
125,8f18fd08ac1c3351809c1e8dcf1c4386,assemblies/GCA_008129185.1.fna,,assemblies/GCA_008129185.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_008129185.1.sig
126,fae4600b1ac18b1e109e45a2cd095818,assemblies/ERR9766916.fna,,assemblies/ERR9766916.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR9766916.sig
127,04fe4d52043d87b62dae3eb9593ffd3c,assemblies/SRR3148212.fna,,assemblies/SRR3148212.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR3148212.sig
128,b36c08ce81f975d251137d80bcd6a9d7,assemblies/ERR9766699.fna,,assemblies/ERR9766699.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR9766699.sig
129,776afe9b6ee990a63f3bbcf7f85a96f0,assemblies/GCA_009010925.1.fna,,assemblies/GCA_009010925.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_009010925.1.sig
130,361d0341f2f181ca74b0920d8ff71a68,assemblies/SRR3953095.fna,,assemblies/SRR3953095.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR3953095.sig
131,d4a6b34bf8502b82b8d2126317e21659,assemblies/GCA_004880965.1.fna,,assemblies/GCA_004880965.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_004880965.1.sig
132,c857a9282eebc2e3ddf73d6043d56dc4,assemblies/GCA_005327735.1.fna,,assemblies/GCA_005327735.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_005327735.1.sig
133,49429f50347b42f48c98e955d583f44d,assemblies/SRR15054096.fna,,assemblies/SRR15054096.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR15054096.sig
134,f04ab6db45f106e41ec799808c1b811b,assemblies/GCA_014722215.1.fna,,assemblies/GCA_014722215.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_014722215.1.sig
135,9f66895373e0283442f42b5099568b2f,assemblies/SRR15054102.fna,,assemblies/SRR15054102.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR15054102.sig
136,9793a6351643914da707c93aa5d4aaa1,assemblies/GCA_004975305.1.fna,,assemblies/GCA_004975305.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_004975305.1.sig
137,0b35f82f275f9b5056226b5f6aa7d123,assemblies/GCA_034213135.1.fna,,assemblies/GCA_034213135.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_034213135.1.sig
138,4bcdf1036d345edc8b8048fece864f24,assemblies/SRR3196127.fna,,assemblies/SRR3196127.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR3196127.sig
