sort_order,md5,label,name,filename,signature_file
79,5876b016fc9c676179c0bac705b25fc6,assemblies/DRR148350.fna,,assemblies/DRR148350.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/DRR148350.sig
80,b40c0b583347fd31c5a09d25f69a17ec,assemblies/ERR2935600.fna,,assemblies/ERR2935600.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR2935600.sig
81,f5019b314a61c8180d1043ba893d2355,assemblies/GCA_023863785.1.fna,,assemblies/GCA_023863785.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_023863785.1.sig
82,31714f81c961b47c7cf9eed87acf89d4,assemblies/ERR2935328.fna,,assemblies/ERR2935328.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR2935328.sig
83,3edafbe9605c416a79ecb6131cfdb7fa,assemblies/GCA_003000615.1.fna,,assemblies/GCA_003000615.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_003000615.1.sig
84,67da79cecb5783a61015a9a9281641b0,assemblies/GCA_030785685.1.fna,,assemblies/GCA_030785685.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_030785685.1.sig
85,9244cf4b5d9ac84623b00503a926ff3d,assemblies/GCF_025831965.1.fna,,assemblies/GCF_025831965.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCF_025831965.1.sig
86,b4afa14872f243a04bfa7ef2aa3cdb7c,assemblies/SRR1187796.fna,,assemblies/SRR1187796.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR1187796.sig
87,e9401205224403b3fc290b7c3affe65e,assemblies/ERR2935365.fna,,assemblies/ERR2935365.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR2935365.sig
88,f9da5e292ec12490f412559945df8686,assemblies/SRR3222296.fna,,assemblies/SRR3222296.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR3222296.sig
89,3b3a55ab6cf7536f0ef10c8611eacdf5,assemblies/ERR2935689.fna,,assemblies/ERR2935689.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR2935689.sig
90,46b124d516ec7a472e2596df12ecddc3,assemblies/GCA_044690645.1.fna,,assemblies/GCA_044690645.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_044690645.1.sig
91,ae5b42fcc47460f7f2b43cadab8f32b5,assemblies/SRR2239590.fna,,assemblies/SRR2239590.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR2239590.sig
92,5c732cc74fb6a9ff0e3e2a0712a4819d,assemblies/ERR2044098.fna,,assemblies/ERR2044098.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR2044098.sig
93,7f21d262a251bf1c4f546461ea52cd8c,assemblies/DRR148215.fna,,assemblies/DRR148215.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/DRR148215.sig
94,1b21e3e0bc44428ffb3f068f68ffa1f7,assemblies/ERR2935295.fna,,assemblies/ERR2935295.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR2935295.sig
95,8e10e3f8ca4a2dfd03f8f5be48efd817,assemblies/SRR2544773.fna,,assemblies/SRR2544773.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR2544773.sig
96,aa4455bf82a6a02628bce6a8f7b4d534,assemblies/GCA_030877385.1.fna,,assemblies/GCA_030877385.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_030877385.1.sig
97,6cec719b6d36fc6f5e6f84b1fbf82861,assemblies/ERR4013427.fna,,assemblies/ERR4013427.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR4013427.sig
98,aec7d0e3433cfbc8fa0c0d8cffdf0452,assemblies/ERR2209710.fna,,assemblies/ERR2209710.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR2209710.sig
99,11e5a461826784b76bc56677589c7425,assemblies/ERR2935553.fna,,assemblies/ERR2935553.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR2935553.sig
100,34503919d32882e463711005fcf2a53f,assemblies/GCA_012375655.1.fna,,assemblies/GCA_012375655.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_012375655.1.sig
101,198ccb1fb00aeb6310915866226174e6,assemblies/DRR148171.fna,,assemblies/DRR148171.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/DRR148171.sig
102,16eacb564ffb61991c33c7b16fddb74d,assemblies/ERR2935662.fna,,assemblies/ERR2935662.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR2935662.sig
103,f49c1d082afae7197de42755fdf6a3f1,assemblies/GCF_025831515.1.fna,,assemblies/GCF_025831515.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCF_025831515.1.sig
104,0de90dc054f6ce68cceecf143d4ab8b1,assemblies/GCA_044688165.1.fna,,assemblies/GCA_044688165.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_044688165.1.sig
105,aa4a558201cab64e861556a7ae5a039a,assemblies/DRR148285.fna,,assemblies/DRR148285.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/DRR148285.sig
106,1f233eecaca62991c628355052e3c2c9,assemblies/ERR2935693.fna,,assemblies/ERR2935693.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR2935693.sig
107,b72296797a923b0642622482124eddde,assemblies/SRR1187782.fna,,assemblies/SRR1187782.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR1187782.sig
108,20c284781f13fefe9f609a1c344bb850,assemblies/ERR1417719.fna,,assemblies/ERR1417719.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR1417719.sig
109,6b285a6a7541d4a7a4cea1f9d11ca33b,assemblies/GCA_012587435.1.fna,,assemblies/GCA_012587435.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_012587435.1.sig
110,16ff809e2a0f324219cafe8bf685a54c,assemblies/SRR5750477.fna,,assemblies/SRR5750477.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR5750477.sig
111,cdfa5c039377ec2650dfe03e248f6ed6,assemblies/ERR2935370.fna,,assemblies/ERR2935370.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR2935370.sig
112,3502ea1c92751fbb9c275a9d331d130c,assemblies/GCA_030791985.1.fna,,assemblies/GCA_030791985.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_030791985.1.sig
113,e1df1d27b96f6133ece652f223badecf,assemblies/SRR2239640.fna,,assemblies/SRR2239640.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR2239640.sig
114,78686fe904e80c065619fff94b8d608a,assemblies/GN_37.fna,,assemblies/GN_37.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GN_37.sig
115,f03d1fd49ca6e04ba6412dbe4b2d63f4,assemblies/ERR2935638.fna,,assemblies/ERR2935638.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR2935638.sig
116,f46d4eba875d9445ad0db23e09398815,assemblies/GCA_025579925.2.fna,,assemblies/GCA_025579925.2.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_025579925.2.sig
117,87ff764e18130c2938de593463764bd4,assemblies/GCA_034675485.1.fna,,assemblies/GCA_034675485.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_034675485.1.sig
118,758883d3fff2609a3e33c05a79532e17,assemblies/GCA_025787305.2.fna,,assemblies/GCA_025787305.2.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_025787305.2.sig
119,f8222b167d6d38c2f4e85cf53e16b60e,assemblies/GCA_023895535.1.fna,,assemblies/GCA_023895535.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_023895535.1.sig
120,bd97acbf70a11bf626782e3e8c378c0e,assemblies/SRR5901138.fna,,assemblies/SRR5901138.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR5901138.sig
121,bcbaa21d18ac0c72253473f6b68b40c3,assemblies/ERR2935343.fna,,assemblies/ERR2935343.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR2935343.sig
122,2c06c09bef18f80d99e2fa6978d6e107,assemblies/DRR148123.fna,,assemblies/DRR148123.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/DRR148123.sig
123,6a98fdbb7bc2840091495f51c4cf6fde,assemblies/ERR2935562.fna,,assemblies/ERR2935562.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR2935562.sig
124,995cd649f31315e011ea0effc67e91f6,assemblies/GCA_030784765.1.fna,,assemblies/GCA_030784765.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_030784765.1.sig
125,efe5066d3c8b50ecfb0cf18df2fbb021,assemblies/GCA_034683385.1.fna,,assemblies/GCA_034683385.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_034683385.1.sig
126,2c221fb71ac90b528d07178ed859c356,assemblies/GCA_030792585.1.fna,,assemblies/GCA_030792585.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_030792585.1.sig
127,0edcf22f96fd31841307a73a4a89343b,assemblies/ERR1995427.fna,,assemblies/ERR1995427.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR1995427.sig
128,b7abc2341ec89983ff4ce581076c4310,assemblies/ERR1407278.fna,,assemblies/ERR1407278.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR1407278.sig
129,fbf07879e4de63087d309e695d4ee679,assemblies/GCA_030804815.1.fna,,assemblies/GCA_030804815.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_030804815.1.sig
130,3158f6586ae06704f4b08fa3d463e1aa,assemblies/SRR7818146.fna,,assemblies/SRR7818146.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR7818146.sig
131,c32637f37b8c637b0b232aeba734a615,assemblies/GN_7.fna,,assemblies/GN_7.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GN_7.sig
132,2b2b2726167c4ac3e420b8b070988913,assemblies/GCA_003571665.1.fna,,assemblies/GCA_003571665.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_003571665.1.sig
133,a7627b593abc4a213d121bacd33d24b6,assemblies/SRR1187783.fna,,assemblies/SRR1187783.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR1187783.sig
134,264f05146883b688fb4dca36841844f6,assemblies/GCF_025828835.1.fna,,assemblies/GCF_025828835.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCF_025828835.1.sig
135,125b30a8ae616202fbde4141afbc2ee9,assemblies/ERR2935500.fna,,assemblies/ERR2935500.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/ERR2935500.sig
136,eb6ca553ca861db841052ac7fb8225df,assemblies/SRR3095380.fna,,assemblies/SRR3095380.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR3095380.sig
137,e14d1ef2fd044e0ee1391cec5aa9add9,assemblies/GCA_031508205.1.fna,,assemblies/GCA_031508205.1.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/GCA_031508205.1.sig
138,22524456974bc371afaeb2135f468d58,assemblies/SRR3982377.fna,,assemblies/SRR3982377.fna,/files/camda2024/resistence/anton/zenodo/kmers_k31_scaled100/SRR3982377.sig
